TimeStamp,Server,ResponseTimeMs
21.09.2022 18:11:51,Server_005,4
21.09.2022 18:36:07,Server_006,63
21.09.2022 18:43:01,Server_009,12
21.09.2022 18:08:07,Server_003,48
21.09.2022 18:37:18,Server_007,2
21.09.2022 18:13:06,Server_005,46
21.09.2022 18:29:55,Server_004,40
21.09.2022 18:04:08,Server_004,86
21.09.2022 18:02:25,Server_003,12
21.09.2022 18:42:21,Server_010,11
21.09.2022 18:07:45,Server_004,93
21.09.2022 18:39:19,Server_003,43
21.09.2022 18:42:22,Server_010,100
21.09.2022 18:21:25,Server_009,89
21.09.2022 18:33:34,Server_009,78
21.09.2022 18:28:50,Server_003,85
21.09.2022 18:39:48,Server_006,46
21.09.2022 18:49:43,Server_002,2
21.09.2022 18:26:06,Server_005,10
21.09.2022 18:39:33,Server_008,94
21.09.2022 18:57:08,Server_010,54
21.09.2022 18:58:28,Server_003,22
21.09.2022 18:45:07,Server_006,42
21.09.2022 18:46:25,Server_008,81
21.09.2022 18:07:07,Server_005,79
21.09.2022 18:23:14,Server_005,54
21.09.2022 18:08:35,Server_007,17
21.09.2022 18:44:32,Server_002,89
21.09.2022 18:10:14,Server_009,79
21.09.2022 18:09:51,Server_003,43
21.09.2022 18:36:02,Server_004,57
21.09.2022 18:39:33,Server_007,63
21.09.2022 18:56:31,Server_001,4
21.09.2022 18:58:39,Server_001,22
21.09.2022 18:14:58,Server_003,77
21.09.2022 18:10:21,Server_004,74
21.09.2022 18:38:34,Server_009,74
21.09.2022 18:36:57,Server_008,68
21.09.2022 18:55:02,Server_008,19
21.09.2022 18:04:22,Server_006,64
21.09.2022 18:54:33,Server_005,42
21.09.2022 18:48:34,Server_003,28
21.09.2022 18:30:33,Server_002,23
21.09.2022 18:28:09,Server_003,50
21.09.2022 18:39:23,Server_009,91
21.09.2022 18:43:58,Server_006,6
21.09.2022 18:23:28,Server_003,15
21.09.2022 18:47:23,Server_005,46
21.09.2022 18:37:28,Server_004,70
21.09.2022 18:39:10,Server_010,59
21.09.2022 18:03:33,Server_001,82
21.09.2022 18:41:18,Server_003,94
21.09.2022 18:17:14,Server_008,26
21.09.2022 18:22:18,Server_005,88
21.09.2022 18:25:53,Server_002,26
21.09.2022 18:08:59,Server_004,45
21.09.2022 18:58:56,Server_010,26
21.09.2022 18:23:47,Server_004,80
21.09.2022 18:41:29,Server_009,28
21.09.2022 18:42:47,Server_008,91
21.09.2022 18:37:48,Server_004,15
21.09.2022 18:54:52,Server_009,27
21.09.2022 18:47:14,Server_001,99
21.09.2022 18:28:33,Server_006,84
21.09.2022 18:52:59,Server_003,83
21.09.2022 18:36:34,Server_004,6
21.09.2022 18:24:34,Server_006,2
21.09.2022 18:54:06,Server_008,69
21.09.2022 18:48:18,Server_005,23
21.09.2022 18:46:03,Server_006,78
21.09.2022 18:52:16,Server_009,91
21.09.2022 18:52:27,Server_002,72
21.09.2022 18:18:56,Server_005,34
21.09.2022 18:10:53,Server_006,20
21.09.2022 18:29:41,Server_005,43
21.09.2022 18:45:53,Server_002,40
21.09.2022 18:08:25,Server_005,75
21.09.2022 18:04:26,Server_009,13
21.09.2022 18:12:16,Server_006,24
21.09.2022 18:14:37,Server_008,4
21.09.2022 18:08:39,Server_007,95
21.09.2022 18:28:22,Server_005,58
21.09.2022 18:25:06,Server_003,91
21.09.2022 18:49:04,Server_003,30
21.09.2022 18:36:01,Server_001,10
21.09.2022 18:46:17,Server_003,91
21.09.2022 18:54:04,Server_003,12
21.09.2022 18:01:08,Server_003,24
21.09.2022 18:42:37,Server_001,81
21.09.2022 18:22:55,Server_008,20
21.09.2022 18:28:10,Server_008,27
21.09.2022 18:13:09,Server_009,57
21.09.2022 18:49:19,Server_007,71
21.09.2022 18:50:39,Server_009,47
21.09.2022 18:08:23,Server_001,96
21.09.2022 18:36:36,Server_002,55
21.09.2022 18:56:18,Server_007,74
21.09.2022 18:43:10,Server_004,41
21.09.2022 18:45:50,Server_005,17
21.09.2022 18:36:34,Server_003,11
21.09.2022 18:41:48,Server_009,75
21.09.2022 18:41:09,Server_002,74
21.09.2022 18:02:16,Server_003,98
21.09.2022 18:45:07,Server_003,83
21.09.2022 18:34:37,Server_009,90
21.09.2022 18:58:29,Server_004,83
21.09.2022 18:42:02,Server_010,5
21.09.2022 18:24:42,Server_001,21
21.09.2022 18:47:22,Server_008,64
21.09.2022 18:25:11,Server_009,45
21.09.2022 18:18:26,Server_006,76
21.09.2022 18:50:25,Server_002,37
21.09.2022 18:54:17,Server_003,79
21.09.2022 18:59:09,Server_010,60
21.09.2022 18:38:25,Server_006,3
21.09.2022 18:33:47,Server_009,96
21.09.2022 18:35:35,Server_006,93
21.09.2022 18:50:57,Server_006,30
21.09.2022 18:40:48,Server_002,22
21.09.2022 18:52:42,Server_007,60
21.09.2022 18:27:10,Server_008,56
21.09.2022 18:26:21,Server_006,65
21.09.2022 18:32:56,Server_007,47
21.09.2022 18:52:04,Server_001,26
21.09.2022 18:04:40,Server_004,64
21.09.2022 18:31:28,Server_003,54
21.09.2022 18:40:14,Server_001,29
21.09.2022 18:23:16,Server_009,11
21.09.2022 18:28:25,Server_006,93
21.09.2022 18:42:30,Server_003,51
21.09.2022 18:01:17,Server_006,4
21.09.2022 18:11:01,Server_001,48
21.09.2022 18:24:40,Server_008,89
21.09.2022 18:01:31,Server_005,21
21.09.2022 18:33:55,Server_004,99
21.09.2022 18:12:13,Server_006,7
21.09.2022 18:44:16,Server_006,75
21.09.2022 18:33:51,Server_009,77
21.09.2022 18:10:42,Server_007,83
21.09.2022 18:34:57,Server_003,79
21.09.2022 18:48:32,Server_004,49
21.09.2022 18:53:48,Server_009,66
21.09.2022 18:59:09,Server_005,58
21.09.2022 18:14:53,Server_007,28
21.09.2022 18:54:12,Server_008,94
21.09.2022 18:40:53,Server_002,49
21.09.2022 18:23:37,Server_010,49
21.09.2022 18:07:01,Server_001,61
21.09.2022 18:26:05,Server_004,13
21.09.2022 18:47:29,Server_008,74
21.09.2022 18:34:39,Server_005,57
21.09.2022 18:50:42,Server_010,68
21.09.2022 18:14:50,Server_009,58
21.09.2022 18:51:37,Server_005,6
21.09.2022 18:59:50,Server_005,54
21.09.2022 18:09:12,Server_005,11
21.09.2022 18:21:30,Server_004,87
21.09.2022 18:46:11,Server_005,69
21.09.2022 18:49:35,Server_008,26
21.09.2022 18:02:32,Server_003,77
21.09.2022 18:26:37,Server_007,19
21.09.2022 18:15:34,Server_008,64
21.09.2022 18:24:13,Server_006,64
21.09.2022 18:50:56,Server_002,9
21.09.2022 18:54:39,Server_004,23
21.09.2022 18:18:16,Server_007,70
21.09.2022 18:05:31,Server_001,33
21.09.2022 18:10:33,Server_006,91
21.09.2022 18:59:45,Server_006,60
21.09.2022 18:56:32,Server_003,35
21.09.2022 18:43:20,Server_010,58
21.09.2022 18:32:58,Server_001,29
21.09.2022 18:22:11,Server_010,64
21.09.2022 18:31:51,Server_005,33
21.09.2022 18:27:25,Server_003,51
21.09.2022 18:56:14,Server_008,42
21.09.2022 18:27:47,Server_003,4
21.09.2022 18:45:48,Server_008,21
21.09.2022 18:35:01,Server_010,79
21.09.2022 18:33:26,Server_002,99
21.09.2022 18:27:54,Server_002,36
21.09.2022 18:18:06,Server_001,98
21.09.2022 18:53:15,Server_003,75
21.09.2022 18:42:08,Server_003,69
21.09.2022 18:32:26,Server_001,5
21.09.2022 18:13:46,Server_002,79
21.09.2022 18:58:03,Server_008,42
21.09.2022 18:47:39,Server_003,75
21.09.2022 18:53:01,Server_010,11
21.09.2022 18:45:04,Server_007,28
21.09.2022 18:09:30,Server_001,83
21.09.2022 18:34:57,Server_005,10
21.09.2022 18:42:15,Server_009,79
21.09.2022 18:07:57,Server_006,27
21.09.2022 18:46:30,Server_008,12
21.09.2022 18:49:45,Server_003,28
21.09.2022 18:18:46,Server_004,9
21.09.2022 18:17:33,Server_009,93
21.09.2022 18:02:56,Server_004,52
21.09.2022 18:46:06,Server_010,47
21.09.2022 18:13:49,Server_007,45
21.09.2022 18:56:56,Server_001,99
21.09.2022 18:44:17,Server_008,43
21.09.2022 18:18:28,Server_010,96
21.09.2022 18:31:37,Server_009,34
21.09.2022 18:58:12,Server_010,21
21.09.2022 18:18:25,Server_010,39
21.09.2022 18:53:47,Server_007,6
21.09.2022 18:36:36,Server_009,8
21.09.2022 18:33:31,Server_008,46
21.09.2022 18:41:14,Server_004,50
21.09.2022 18:32:27,Server_001,78
21.09.2022 18:45:12,Server_007,1
21.09.2022 18:49:17,Server_001,83
21.09.2022 18:11:52,Server_010,22
21.09.2022 18:26:29,Server_010,55
21.09.2022 18:39:56,Server_006,97
21.09.2022 18:02:48,Server_001,30
21.09.2022 18:47:49,Server_006,17
21.09.2022 18:56:42,Server_002,75
21.09.2022 18:55:10,Server_005,61
21.09.2022 18:50:19,Server_005,33
21.09.2022 18:25:54,Server_005,43
21.09.2022 18:38:11,Server_008,58
21.09.2022 18:26:53,Server_005,58
21.09.2022 18:25:32,Server_001,1
21.09.2022 18:53:38,Server_006,51
21.09.2022 18:36:30,Server_001,2
21.09.2022 18:31:46,Server_001,84
21.09.2022 18:34:49,Server_008,74
21.09.2022 18:22:42,Server_005,31
21.09.2022 18:12:45,Server_005,54
21.09.2022 18:58:17,Server_005,29
21.09.2022 18:43:03,Server_006,96
21.09.2022 18:57:59,Server_002,85
21.09.2022 18:11:18,Server_006,78
21.09.2022 18:06:30,Server_006,80
21.09.2022 18:59:18,Server_002,30
21.09.2022 18:55:56,Server_004,63
21.09.2022 18:49:52,Server_008,2
21.09.2022 18:49:08,Server_005,80
21.09.2022 18:42:47,Server_001,67
21.09.2022 18:59:16,Server_007,68
21.09.2022 18:17:29,Server_008,9
21.09.2022 18:18:46,Server_004,40
21.09.2022 18:21:44,Server_006,29
21.09.2022 18:28:14,Server_006,1
21.09.2022 18:32:23,Server_006,54
21.09.2022 18:50:37,Server_007,41
21.09.2022 18:29:45,Server_010,7
21.09.2022 18:59:07,Server_007,81
21.09.2022 18:46:51,Server_005,41
21.09.2022 18:20:53,Server_005,56
21.09.2022 18:51:24,Server_010,94
21.09.2022 18:17:17,Server_008,15
21.09.2022 18:54:11,Server_001,48
21.09.2022 18:25:48,Server_004,43
21.09.2022 18:55:21,Server_004,3
21.09.2022 18:51:22,Server_005,80
21.09.2022 18:30:29,Server_008,35
21.09.2022 18:53:35,Server_008,21
21.09.2022 18:22:46,Server_003,57
21.09.2022 18:34:10,Server_004,24
21.09.2022 18:43:24,Server_003,68
21.09.2022 18:35:04,Server_009,7
21.09.2022 18:27:06,Server_006,15
21.09.2022 18:42:05,Server_001,100
21.09.2022 18:51:27,Server_008,28
21.09.2022 18:57:23,Server_006,79
21.09.2022 18:33:09,Server_010,42
21.09.2022 18:16:45,Server_003,70
21.09.2022 18:22:55,Server_010,86
21.09.2022 18:12:29,Server_009,8
21.09.2022 18:34:30,Server_007,2
21.09.2022 18:15:40,Server_005,100
21.09.2022 18:12:28,Server_001,47
21.09.2022 18:33:08,Server_003,20
21.09.2022 18:16:57,Server_003,9
21.09.2022 18:36:24,Server_007,25
21.09.2022 18:02:52,Server_005,20
21.09.2022 18:23:28,Server_007,85
21.09.2022 18:02:27,Server_003,80
21.09.2022 18:15:38,Server_008,42
21.09.2022 18:20:20,Server_003,88
21.09.2022 18:43:39,Server_010,75
21.09.2022 18:50:16,Server_007,60
21.09.2022 18:26:18,Server_010,72
21.09.2022 18:27:30,Server_005,90
21.09.2022 18:09:22,Server_007,77
21.09.2022 18:41:29,Server_008,89
21.09.2022 18:36:14,Server_010,4
21.09.2022 18:53:19,Server_005,40
21.09.2022 18:51:24,Server_001,87
21.09.2022 18:09:36,Server_006,57
21.09.2022 18:41:36,Server_006,66
21.09.2022 18:11:32,Server_010,11
21.09.2022 18:23:32,Server_008,71
21.09.2022 18:50:08,Server_003,78
21.09.2022 18:02:39,Server_009,74
21.09.2022 18:21:23,Server_001,99
21.09.2022 18:03:04,Server_002,11
21.09.2022 18:26:29,Server_002,6
21.09.2022 18:45:35,Server_001,79
21.09.2022 18:31:51,Server_003,66
21.09.2022 18:25:24,Server_002,3
21.09.2022 18:18:08,Server_008,78
21.09.2022 18:36:09,Server_009,4
21.09.2022 18:49:21,Server_010,32
21.09.2022 18:21:31,Server_006,64
21.09.2022 18:24:28,Server_008,80
21.09.2022 18:14:36,Server_002,12
21.09.2022 18:59:45,Server_009,1
21.09.2022 18:28:08,Server_006,4
21.09.2022 18:58:49,Server_009,21
21.09.2022 18:52:37,Server_007,18
21.09.2022 18:05:54,Server_007,86
21.09.2022 18:48:24,Server_007,30
21.09.2022 18:07:58,Server_008,95
21.09.2022 18:18:50,Server_002,4
21.09.2022 18:44:37,Server_001,23
21.09.2022 18:28:48,Server_010,94
21.09.2022 18:42:38,Server_004,31
21.09.2022 18:40:23,Server_002,17
21.09.2022 18:45:57,Server_001,58
21.09.2022 18:33:49,Server_004,2
21.09.2022 18:56:32,Server_007,81
21.09.2022 18:59:50,Server_008,71
21.09.2022 18:22:45,Server_007,88
21.09.2022 18:13:13,Server_008,18
21.09.2022 18:27:24,Server_001,16
21.09.2022 18:01:50,Server_006,24
21.09.2022 18:58:58,Server_009,49
21.09.2022 18:27:34,Server_008,24
21.09.2022 18:14:37,Server_009,12
21.09.2022 18:28:13,Server_010,43
21.09.2022 18:38:30,Server_008,62
21.09.2022 18:38:41,Server_010,51
21.09.2022 18:23:47,Server_010,100
21.09.2022 18:57:10,Server_003,23
21.09.2022 18:37:05,Server_010,13
21.09.2022 18:59:46,Server_001,68
21.09.2022 18:37:23,Server_002,44
21.09.2022 18:07:54,Server_010,24
21.09.2022 18:19:26,Server_008,12
21.09.2022 18:34:53,Server_002,45
21.09.2022 18:21:37,Server_002,45
21.09.2022 18:08:22,Server_006,2
21.09.2022 18:10:33,Server_004,53
21.09.2022 18:21:42,Server_003,49
21.09.2022 18:59:33,Server_004,18
21.09.2022 18:28:06,Server_007,2
21.09.2022 18:34:41,Server_001,6
21.09.2022 18:08:44,Server_003,99
21.09.2022 18:55:29,Server_010,43
21.09.2022 18:17:52,Server_008,58
21.09.2022 18:03:33,Server_004,82
21.09.2022 18:46:45,Server_009,4
21.09.2022 18:37:25,Server_006,49
21.09.2022 18:46:33,Server_010,26
21.09.2022 18:13:09,Server_006,5
21.09.2022 18:31:58,Server_007,50
21.09.2022 18:35:33,Server_004,29
21.09.2022 18:22:06,Server_010,3
21.09.2022 18:06:56,Server_003,14
21.09.2022 18:22:33,Server_006,60
21.09.2022 18:08:34,Server_009,79
21.09.2022 18:29:03,Server_002,92
21.09.2022 18:13:51,Server_010,34
21.09.2022 18:11:34,Server_008,70
21.09.2022 18:30:47,Server_004,91
21.09.2022 18:42:02,Server_002,16
21.09.2022 18:44:58,Server_005,17
21.09.2022 18:48:48,Server_010,49
21.09.2022 18:45:36,Server_003,59
21.09.2022 18:22:17,Server_004,92
21.09.2022 18:36:34,Server_010,80
21.09.2022 18:22:56,Server_001,67
21.09.2022 18:36:34,Server_006,90
21.09.2022 18:32:10,Server_007,90
21.09.2022 18:48:36,Server_006,69
21.09.2022 18:19:26,Server_010,62
21.09.2022 18:57:45,Server_001,23
21.09.2022 18:47:59,Server_001,83
21.09.2022 18:05:03,Server_009,9
21.09.2022 18:30:16,Server_004,15
21.09.2022 18:05:23,Server_007,59
21.09.2022 18:31:37,Server_003,70
21.09.2022 18:29:10,Server_008,82
21.09.2022 18:53:58,Server_004,55
21.09.2022 18:20:58,Server_010,66
21.09.2022 18:20:16,Server_001,53
21.09.2022 18:14:01,Server_009,15
21.09.2022 18:20:15,Server_007,49
21.09.2022 18:29:43,Server_007,92
21.09.2022 18:46:33,Server_006,13
21.09.2022 18:13:32,Server_008,50
21.09.2022 18:18:56,Server_005,99
21.09.2022 18:43:58,Server_001,10
21.09.2022 18:13:01,Server_010,59
21.09.2022 18:37:59,Server_003,50
21.09.2022 18:18:08,Server_009,69
21.09.2022 18:40:36,Server_001,66
21.09.2022 18:03:05,Server_004,23
21.09.2022 18:47:25,Server_004,29
21.09.2022 18:02:53,Server_003,49
21.09.2022 18:36:26,Server_003,28
21.09.2022 18:06:30,Server_010,65
21.09.2022 18:11:34,Server_010,12
21.09.2022 18:07:52,Server_004,82
21.09.2022 18:23:26,Server_003,21
21.09.2022 18:26:42,Server_001,73
21.09.2022 18:56:48,Server_002,96
21.09.2022 18:13:34,Server_006,52
21.09.2022 18:55:56,Server_006,29
21.09.2022 18:43:46,Server_003,43
21.09.2022 18:04:24,Server_003,72
21.09.2022 18:39:39,Server_002,56
21.09.2022 18:50:32,Server_002,19
21.09.2022 18:17:39,Server_007,20
21.09.2022 18:43:49,Server_001,45
21.09.2022 18:38:55,Server_002,96
21.09.2022 18:41:29,Server_005,10
21.09.2022 18:51:13,Server_004,3
21.09.2022 18:12:13,Server_009,55
21.09.2022 18:10:11,Server_005,47
21.09.2022 18:04:45,Server_007,14
21.09.2022 18:43:47,Server_008,24
21.09.2022 18:42:36,Server_008,58
21.09.2022 18:39:50,Server_005,54
21.09.2022 18:41:54,Server_008,47
21.09.2022 18:13:53,Server_003,19
21.09.2022 18:34:36,Server_010,34
21.09.2022 18:07:04,Server_008,9
21.09.2022 18:45:35,Server_002,89
21.09.2022 18:08:36,Server_001,37
21.09.2022 18:07:09,Server_004,46
21.09.2022 18:02:55,Server_010,88
21.09.2022 18:47:29,Server_004,88
21.09.2022 18:01:13,Server_002,11
21.09.2022 18:10:37,Server_009,60
21.09.2022 18:17:15,Server_006,55
21.09.2022 18:21:30,Server_010,43
21.09.2022 18:02:48,Server_007,87
21.09.2022 18:46:53,Server_010,92
21.09.2022 18:26:49,Server_004,42
21.09.2022 18:44:22,Server_008,64
21.09.2022 18:20:12,Server_003,63
21.09.2022 18:02:54,Server_001,74
21.09.2022 18:29:07,Server_003,70
21.09.2022 18:36:51,Server_004,35
21.09.2022 18:49:01,Server_002,29
21.09.2022 18:53:33,Server_008,94
21.09.2022 18:38:19,Server_010,65
21.09.2022 18:26:38,Server_001,63
21.09.2022 18:28:04,Server_010,63
21.09.2022 18:26:44,Server_008,22
21.09.2022 18:45:01,Server_007,73
21.09.2022 18:46:55,Server_005,52
21.09.2022 18:40:22,Server_001,94
21.09.2022 18:04:38,Server_004,62
21.09.2022 18:23:51,Server_003,6
21.09.2022 18:24:10,Server_007,38
21.09.2022 18:15:04,Server_008,89
21.09.2022 18:16:13,Server_004,95
21.09.2022 18:37:37,Server_007,51
21.09.2022 18:12:54,Server_003,28
21.09.2022 18:14:45,Server_008,52
21.09.2022 18:27:36,Server_005,16
21.09.2022 18:11:38,Server_007,19
21.09.2022 18:40:11,Server_007,87
21.09.2022 18:25:31,Server_009,64
21.09.2022 18:40:35,Server_003,13
21.09.2022 18:30:34,Server_008,28
21.09.2022 18:27:35,Server_007,41
21.09.2022 18:26:58,Server_001,7
21.09.2022 18:03:38,Server_004,66
21.09.2022 18:11:39,Server_008,66
21.09.2022 18:59:05,Server_008,7
21.09.2022 18:40:25,Server_005,49
21.09.2022 18:05:12,Server_008,28
21.09.2022 18:01:15,Server_009,70
21.09.2022 18:23:33,Server_003,24
21.09.2022 18:06:50,Server_002,57
21.09.2022 18:10:46,Server_001,30
21.09.2022 18:11:32,Server_009,57
21.09.2022 18:10:32,Server_007,11
21.09.2022 18:52:41,Server_006,60
21.09.2022 18:53:25,Server_002,51
21.09.2022 18:22:57,Server_009,68
21.09.2022 18:10:55,Server_001,58
21.09.2022 18:36:19,Server_009,8
21.09.2022 18:21:22,Server_010,52
21.09.2022 18:13:18,Server_002,23
21.09.2022 18:24:36,Server_006,77
21.09.2022 18:50:50,Server_005,85
21.09.2022 18:16:23,Server_002,2
21.09.2022 18:59:58,Server_002,43
21.09.2022 18:40:21,Server_007,52
21.09.2022 18:42:12,Server_004,41
21.09.2022 18:11:23,Server_010,53
21.09.2022 18:51:22,Server_007,29
21.09.2022 18:06:35,Server_010,60
21.09.2022 18:03:52,Server_003,60
21.09.2022 18:59:36,Server_003,44
21.09.2022 18:06:07,Server_006,73
21.09.2022 18:34:12,Server_007,71
21.09.2022 18:53:40,Server_009,95
21.09.2022 18:11:34,Server_003,28
21.09.2022 18:59:44,Server_001,88
21.09.2022 18:54:05,Server_007,78
21.09.2022 18:22:50,Server_010,2
21.09.2022 18:35:26,Server_007,92
21.09.2022 18:04:24,Server_005,26
21.09.2022 18:06:17,Server_002,31
21.09.2022 18:23:16,Server_010,93
21.09.2022 18:36:29,Server_005,8
21.09.2022 18:07:19,Server_001,91
21.09.2022 18:24:19,Server_009,98
21.09.2022 18:22:14,Server_008,55
21.09.2022 18:01:58,Server_006,72
21.09.2022 18:46:27,Server_006,11
21.09.2022 18:08:40,Server_003,99
21.09.2022 18:42:35,Server_001,67
21.09.2022 18:17:27,Server_009,11
21.09.2022 18:51:43,Server_007,49
21.09.2022 18:05:50,Server_005,57
21.09.2022 18:21:19,Server_009,17
21.09.2022 18:27:04,Server_006,3
21.09.2022 18:39:49,Server_004,28
21.09.2022 18:01:45,Server_002,36
21.09.2022 18:59:40,Server_002,38
21.09.2022 18:52:26,Server_005,64
21.09.2022 18:04:32,Server_006,74
21.09.2022 18:09:45,Server_006,95
21.09.2022 18:30:17,Server_007,44
21.09.2022 18:56:24,Server_004,49
21.09.2022 18:27:43,Server_004,89
21.09.2022 18:22:04,Server_003,51
21.09.2022 18:51:03,Server_005,91
21.09.2022 18:59:40,Server_008,96
21.09.2022 18:01:17,Server_009,75
21.09.2022 18:47:15,Server_008,80
21.09.2022 18:42:34,Server_008,7
21.09.2022 18:06:22,Server_009,30
21.09.2022 18:15:34,Server_008,21
21.09.2022 18:10:27,Server_002,66
21.09.2022 18:49:22,Server_009,59
21.09.2022 18:58:08,Server_001,13
21.09.2022 18:22:08,Server_007,3
21.09.2022 18:58:55,Server_001,94
21.09.2022 18:20:25,Server_002,22
21.09.2022 18:38:18,Server_001,43
21.09.2022 18:54:52,Server_009,69
21.09.2022 18:17:47,Server_009,65
21.09.2022 18:04:55,Server_006,42
21.09.2022 18:02:53,Server_008,72
21.09.2022 18:09:32,Server_001,69
21.09.2022 18:20:49,Server_006,84
21.09.2022 18:44:20,Server_004,21
21.09.2022 18:35:08,Server_010,50
21.09.2022 18:15:59,Server_001,85
21.09.2022 18:21:48,Server_003,43
21.09.2022 18:31:23,Server_010,20
21.09.2022 18:52:16,Server_003,95
21.09.2022 18:45:19,Server_002,82
21.09.2022 18:20:33,Server_003,11
21.09.2022 18:46:24,Server_010,53
21.09.2022 18:28:30,Server_004,39
21.09.2022 18:02:44,Server_010,18
21.09.2022 18:15:02,Server_009,12
21.09.2022 18:21:48,Server_005,39
